year;country;obi;co_code;obi_ebp;obi_eb;obi_cb;obi_pbs;obi_iyr;obi_myr;obi_yer;obi_ar;leg_obi;sai_obi;region;inc_group;di_demtype;gdp_ppp_by;gdp_ppp_obiyear
2006;Chad;5,42391;148;0;0,974622958350866;0;0;0;0;4,44928704164913;0;19,4167;0;Sub-Saharan Africa;Low income;Authoritarian Regime;1342;1305
2006;Chile;;;;;;;;;;;;;;;;;
2006;China;;;;;;;;;;;;;;;;;
2006;Colombia;56,913;170;42,2559784136228;1,04514756245169;0;0;3,85570097547841;0;5,24549140868644;4,51068163976062;69,5;83,375;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;7204;7589
2006;Costa Rica;44,8444;188;33,546880302711;1,53768373157016;0;0;0;0;7,09733413418203;2,66250183153681;54,5455;71,4286;Latin America & Caribbean;Upper middle income;Full Democracy;9002;9642
2006;Croatia;42,4022;191;19,8602180574648;1,5227478095736;0;2,72719066736179;8,78224007039629;0;4,67156852030706;4,83823487489641;41,5833;70,875;Eastern Europe & Central Asia;High income;Flawed Democracy;14271;14954
2006;Czech Republic;60,8242;203;37,4735022814267;0,972547238255843;0;0;8,77831666694999;0;10,2570334649551;3,34280034841234;72,7273;62,5;Eastern Europe & Central Asia;Low income;Full Democracy;20362;21678
2006;Dem. Rep. of Congo;;;;;;;;;;;;;;;;;
2006;Dominican Republic;;;;;;;;;;;;;;;;;
2006;Ecuador;31,5326;218;20,901429560458;1,43963687296517;0;0;8,30290909176555;0;0,888624474811331;0;19,4167;25;Latin America & Caribbean;Lower Middle Income;Hybrid Regime;6736;6923
2006;Egypt;18,5109;818;0;1,10913626137624;0;0;7,73343503452446;1,02096617548238;8,64736252861692;0;30,5833;54,25;Middle East & North Africa;Lower Middle Income;Authoritarian Regime;4319;4530
2006;El Salvador;27,8696;222;17,2022026683791;1,45935008939832;1,15872594484924;0;4,01592170503991;0;4,03339959233345;0;61,0833;41,625;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;5687;5902
2006;Equatorial Guinea;;;;;;;;;;;;;;;;;
2006;Fiji;;;;;;;;;;;;;;;;;
2006;France;88,6923;250;51,0612258584186;1,45440789306245;1,15480183427391;3,33948224417825;9,19095983119037;4,91336171152399;12,9569625398695;4,6210980874829;66,75;70,875;Western Europe & the U.S.;High income;Full Democracy;29809;30227
2006;Georgia;33,6556;268;16,5700560369985;0,964572355587253;0;1,82910861764288;4,73273497345388;3,5383249904366;3,52802903967124;2,49277398620964;48,4545;71,2857;Eastern Europe & Central Asia;Lower Middle Income;Hybrid Regime;3527;3905
2006;Germany;;;;;;;;;;;;;;;;;
2006;Ghana;42,3696;288;38,6107601140171;1,48146543447308;0;0;0;2,27737445150982;0;0;44,4167;54,125;Sub-Saharan Africa;Low income;Hybrid Regime;1193;1242
2006;Guatemala;46,3152;320;29,8642275518404;1,46490122993222;0;0;8,05032583790445;0;3,13102715936698;3,80471822095598;55,5833;54,125;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;4064;4178
2006;Honduras;38,0543;340;26,4796421023921;0,974314337126595;0;0;4,39713334633765;0;5,37228655292638;0,830923661217231;52,75;41,5;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;3270;3419
2006;Hungary;;;;;;;;;;;;;;;;;
2006;India;52,8913;356;31,6531389548509;1,42995045531526;0,760706339066976;0;7,45768407481664;2,63255489579072;4,83478939593491;4,12247588422461;22,1667;54,125;South Asia;Lower Middle Income;Flawed Democracy;2234;2416
2006;Indonesia;41,663;360;26,1008012665608;1,41447460472489;0;0;0;4,3357660280782;6,95868083827627;2,85327726235987;55,5833;33,25;East Asia & Pacific;Lower Middle Income;Flawed Democracy;3217;3352
2006;Iraq;;;;;;;;;;;;;;;;;
2006;Italy;;;;;;;;;;;;;;;;;
2006;Jordan;50,1868;400;34,0561805985296;1,01172178167771;0;0;7,90022215818121;0;4,15956573580809;3,05910972580335;19,4167;45,75;Middle East & North Africa;Lower Middle Income;Authoritarian Regime;4348;4590
2006;Kazakhstan;43,087;398;26,154723153947;1,00428859484078;0;1,52583194668658;8,64492140546551;0;2,29235736384761;3,46487753521252;55,6667;33,375;Eastern Europe & Central Asia;Upper middle income;Authoritarian Regime;8699;9529
2006;Kenya;48,1848;404;25,4442579046281;0,990414373888309;0;3,39418138921064;8,53767131427294;0;7,25871670959939;2,5595583084006;33,3333;45,75;Sub-Saharan Africa;Low income;Hybrid Regime;1339;1386
2006;Kyrgyz Republic;;;;;;;;;;;;;;;;;
2006;Lebanon;;;;;;;;;;;;;;;;;
2006;Liberia;;;;;;;;;;;;;;;;;
2006;Macedonia;;;;;;;;;;;;;;;;;
2006;Malawi;41,7473;454;39,0277694412007;1,49781105426697;0;0;1,22171950453229;0;0;0;33,1667;41,75;Sub-Saharan Africa;Low income;Hybrid Regime;627;660
2006;Malaysia;;;;;;;;;;;;;;;;;
2006;Mali;;;;;;;;;;;;;;;;;
2006;Mexico;49,9674;484;24,5669359080862;0,984987333539693;0;0;9,2903160418357;3,61321292004594;8,12638885167126;3,38555894482121;36,0833;50;Latin America & Caribbean;Upper middle income;Flawed Democracy;12563;13025
2006;Mongolia;18,1196;496;0;0,489090925358775;0;3,02871624950478;8,95073956777974;0;1,36541972166971;4,28563353568699;38,9167;54,125;East Asia & Pacific;Lower Middle Income;Flawed Democracy;2613;2802
2006;Morocco;19,1522;504;10,534276816375;0,506972118073897;0;0;7,17682696504977;0;0,934124100501361;0;11,0833;0;Middle East & North Africa;Lower Middle Income;Authoritarian Regime;3497;3722
2006;Mozambique;;;;;;;;;;;;;;;;;
2006;Myanmar;;;;;;;;;;;;;;;;;
2006;Namibia;50,0326;516;39,464826238204;0,472404862963398;0;0;3,93936450853309;3,53151994929466;2,62448444100485;0;38,8333;37,5;Sub-Saharan Africa;Lower Middle Income;Flawed Democracy;5389;5660
2006;Nepal;35,8696;524;26,9777820286217;0;0;0;4,69429279500335;0,43268445391185;0,879217270846454;2,88562345161667;0;20,875;South Asia;Low income;Authoritarian Regime;956;972
2006;New Zealand;86,2759;554;51,4515914723899;1,42855011043033;0,759961382326068;3,28010990001972;9,0275546113555;4,8260075107282;10,5550514274962;4,94707358525411;69,5;79,25;East Asia & Pacific;High income;Full Democracy;24876;25026
2006;Nicaragua;20,6413;558;9,86603113482573;1,43418869025643;0;0;6,71172123857584;0;2,62935893634201;0;22,1667;33,25;Latin America & Caribbean;Lower Middle Income;Hybrid Regime;2314;2369
2006;Niger;;;;;;;;;;;;;;;;;
2006;Nigeria;20,3043;566;15,4151037618201;1,10439604759175;0;3,78480019058816;0;0;0;0;47,25;12,5;Sub-Saharan Africa;Low income;Authoritarian Regime;1737;1801
2006;Norway;72,3258;578;45,198193182969;1,49677403827098;0;0;6,16602849354155;5,05648538179931;9,6526106329669;4,75570827045224;80,6667;87,625;Western Europe & the U.S.;High income;Full Democracy;47305;47996
2006;Pakistan;51,4674;586;34,2377782593062;0,951288249278931;0;0;4,69095193876371;1,75133238262811;6,97196253682929;2,86408663319378;24,9167;62,5;South Asia;Low income;Authoritarian Regime;2184;2270
2006;Papua New Guinea;51,8261;598;41,3426678709501;1,4609226500378;0;3,35444085059678;5,22391658085039;0;0,444152047564876;0;30,5;37,5;East Asia & Pacific;Low income;Flawed Democracy;1859;1861
2006;Peru;76,8261;604;44,6180373043358;1,46224817882239;0;3,35748441207729;9,63807624099448;4,48220558868953;9,88798173099915;3,38006654408132;58,25;54,25;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;6323;6731
2006;Philippines;51,4457;608;34,2365781932934;1,4795637968303;0;0;6,09513012385405;1,34832734011066;3,16236640207213;5,12373414383942;50;62,5;East Asia & Pacific;Lower Middle Income;Flawed Democracy;2927;3027
2006;Poland;73,5435;616;39,9007627136678;1,48838747764531;0;3,41750314871288;9,4056898243865;1,82219184458588;12,3546744123785;5,15429057862317;80,5833;87,5;Eastern Europe & Central Asia;Upper middle income;Flawed Democracy;13784;14652
2006;Portugal;;;;;;;;;;;;;;;;;
2006;Qatar;;;;;;;;;;;;;;;;;
2006;Romania;66,3261;642;43,2390711410786;0,98123243033304;0;0;9,65309008278541;0;9,91687721635391;2,53582912944908;58,3333;50;Eastern Europe & Central Asia;Upper middle income;Flawed Democracy;8789;9504
2006;Russia;47,2527;643;20,3263634420683;1,4750602157858;0;2,25793597801366;8,50720838465624;3,63890731375573;6,79469959063612;4,25252507508411;75,0833;58,25;Eastern Europe & Central Asia;Upper middle income;Hybrid Regime;11861;12833
2006;Rwanda;;;;;;;;;;;;;;;;;
2006;S?o Tomďż˝ e Prďż˝ncipe;;;;;;;;;;;;;;;;;
2006;Saudi Arabia;;;;;;;;;;;;;;;;;
2006;Senegal;;;;;;;;;;;;;;;;;
2006;Serbia;;;;;;;;;;;;;;;;;
2006;Sierra Leone;;;;;;;;;;;;;;;;;
2006;Slovakia;;;;;;;;;;;;;;;;;
2006;Slovenia;81,7143;705;43,1670713354958;1,48411005170789;0;3,40768170313565;9,37865913364339;5,46452664565145;13,6727732913962;5,13947783896959;75,1667;100;Eastern Europe & Central Asia;High income;Full Democracy;23460;24766
2006;South Africa;85,5326;710;47,9464695071734;1,4220395175745;1,12910130035612;3,26516085488264;9,37304999697647;5,23598154059578;12,2362699009962;4,92452738144491;80,5833;83,375;Sub-Saharan Africa;Upper middle income;Flawed Democracy;8504;8862
2006;South Korea;72,9231;410;45,0328217236427;1,46102420615442;1,16005519581794;3,354674034733;1,99822680599302;3,60428110829174;11,6698967904096;4,6421201349576;77,8333;71,5714;East Asia & Pacific;High income;Flawed Democracy;22783;23884
2006;Spain;;;;;;;;;;;;;;;;;
2006;Sri Lanka;47,4457;144;30,9796449171767;1,4310178124318;0;0;8,64227925790394;0,882564170608912;2,62354563157891;2,88664821029978;36,3636;20,75;South Asia;Lower Middle Income;Flawed Democracy;3546;3776
2006;Sudan;;;;;;;;;;;;;;;;;
2006;Sweden;76,0674;752;45,5487693179865;1,43387238460947;1,13849661278662;3,292330433341;8,67133254733098;0;11,0170940662467;4,96550463769873;75;79,125;Western Europe & the U.S.;High income;Full Democracy;32319;33482
2006;Tajikistan;;;;;;;;;;;;;;;;;
2006;Tanzania;47,8261;834;34,5222306086664;1,00053535851893;0;1,90873672981404;7,38224016672362;0;0;3,01235713627697;13,9167;20,75;Sub-Saharan Africa;Low income;Hybrid Regime;1065;1105
2006;Thailand;;;;;;;;;;;;;;;;;
2006;Timor-Leste;;;;;;;;;;;;;;;;;
2006;Trinidad and Tobago;;;;;;;;;;;;;;;;;
2006;Tunisia;;;;;;;;;;;;;;;;;
2006;Turkey;41,6522;792;26,7056261371316;1,01048071075971;0;2,6895584909169;9,9408264814177;0;0;1,30570817977407;36,1667;37,5;Eastern Europe & Central Asia;Upper middle income;Hybrid Regime;10977;11584
2006;Uganda;31,9011;800;25,1348835987477;0,959350187341149;0,761725346333094;2,55346630039697;0;0;0;2,49167456718109;47,25;25;Sub-Saharan Africa;Low income;Hybrid Regime;901;966
2006;Ukraine;;;;;;;;;;;;;;;;;
2006;United Kingdom;87,9091;826;54,208440804562;0,937301766352138;1,1107744332028;2,85882489472942;8,44866108100827;4,72603732368503;11,1741432990719;4,44491639738848;47,25;66,75;Western Europe & the U.S.;High income;Full Democracy;32690;33408
2006;United States;80,9213;840;49,0311989798785;1,48334810041619;0;0;9,77715157440598;5,01112913111359;10,4816330149677;5,13683919921806;88,9167;95,875;Western Europe & the U.S.;High income;Full Democracy;41833;42591
2006;Venezuela;;;;;;;;;;;;;;;;;
2006;Vietnam;2,92308;704;0;1,53239232238965;0;0;0;0;1,39068767761035;0;25;52,4286;East Asia & Pacific;Low income;Authoritarian Regime;2143;2291
2006;Yemen;;;;;;;;;;;;;;;;;
2006;Zambia;37,2826;894;20,4367191737109;1,4323846245254;0;3,28891437075769;3,91811352770478;0,870221955479603;5,26529917081093;2,07094717701067;33,3333;50;Sub-Saharan Africa;Low income;Hybrid Regime;1127;1169
2006;Zimbabwe;;;;;;;;;;;;;;;;;
2008;Afghanistan;8,33696;4;0;1,45210435323097;0;0;5,46828391577937;0;1,41657173098966;0;24,2727;6,7;South Asia;Low income;Authoritarian Regime;1023;1019
2008;Albania;37,3297;8;25,1163654152559;0,661082855122299;0;0;9,26219602329884;0;0;2,29005570632299;41,5833;66,8;Eastern Europe & Central Asia;Lower Middle Income;Hybrid Regime;6395;6755
2008;Algeria;1,81522;12;0;1,81522;0;0;0;0;0;0;30,5;16,7;Middle East & North Africa;Lower Middle Income;Authoritarian Regime;7316;7422
2008;Angola;3,97826;24;0;1,50594785645601;0,518412205925122;0;0;0;1,95389993761887;0;33,3333;10;Sub-Saharan Africa;Lower Middle Income;Authoritarian Regime;4875;5375
2008;Argentina;56,022;32;36,961439990557;1,93406818961982;0;0;8,55180597936422;0;6,73774448309304;1,83694135736587;41,6667;46,7;Latin America & Caribbean;Upper middle income;Flawed Democracy;12506;13220
2008;Azerbaijan;36,5109;31;30,7374031135657;0,652873798726066;0;0;0;0,840474561923241;4,28014852578498;0;24,9167;10;Eastern Europe & Central Asia;Lower Middle Income;Authoritarian Regime;7395;8101
2008;Bangladesh;41,6522;50;33,9507266821256;0,615788063816539;0;0;7,08568525405781;0;0;0;8,33333;26,7;South Asia;Low income;Hybrid Regime;1178;1233
2008;Benin;;;;;;;;;;;;;;;;;
2008;Bolivia;6,52174;68;0;1,8526288107886;0;0;1,95151962937723;0;2,0221828873735;0,695408672460668;25;39,9;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;3788;3950
2008;Bosnia and Herzegovina;44,2093;70;20,2990447779699;1,30352839542525;0;3,04080043412434;6,55322364565488;0;6,13208631609796;6,88061643072767;44,4167;90;Eastern Europe & Central Asia;Lower Middle Income;Hybrid Regime;5852;6215
2008;Botswana;62;72;42,3525099947702;1,94054942144106;0;0;7,3564318997871;0;5,93589358950245;4,41461509449922;55,5833;56,7;Sub-Saharan Africa;Upper middle income;Flawed Democracy;12363;12537
2008;Brazil;74,191;76;45,9346821177852;1,8863843105224;0;2,9483049451245;8,73361965730409;0;10,5074773623186;4,18053160694529;56,7;53,4;Latin America & Caribbean;Upper middle income;Flawed Democracy;9146;9517
2008;Bulgaria;56,7692;100;32,4110242608119;1,29184899970172;0;3,01355537240489;9,7295997921452;0;9,2375429639494;1,08562861098686;25,0833;29,9;Eastern Europe & Central Asia;Upper middle income;Flawed Democracy;8666;9299
2008;Burkina Faso;14,4783;854;0;1,27256963728135;0;0;4,79219834564326;1,35297235042156;4,54363447210366;2,51692519455016;44,5;26,6;Sub-Saharan Africa;Low income;Authoritarian Regime;1062;1072
2008;Cambodia;10,8804;116;0;0,750836262606693;0;0;8,15169035241492;0;1,97787338497839;0;11,0833;30;East Asia & Pacific;Low income;Hybrid Regime;1717;1802
2008;Cameroon;5,44565;120;0;1,32805080814952;0;2,41644389239515;0;1,70115529945533;0;0;27,1818;9,9;Sub-Saharan Africa;Lower Middle Income;Authoritarian Regime;1996;2027
2008;Chad;7,97826;148;0;1,1370902402393;0;0;0;0;5,55742232331952;1,28374743644118;47,25;13,3;Sub-Saharan Africa;Low income;Authoritarian Regime;1271;1234
2008;Chile;;;;;;;;;;;;;;;;;
2008;China;13,7717;156;0;0;0;0;5,67000753986367;0;4,9682961806415;3,13339627949483;19,4167;63,4;East Asia & Pacific;Lower Middle Income;Authoritarian Regime;5085;5515
2008;Colombia;60,5652;170;38,9393160021213;1,95269876387275;0,450376101976135;2,38052134127999;5,7520171352368;0;5,52635390915059;5,56391674636248;55,5;80,1;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;8041;8125
2008;Costa Rica;45,1889;188;30,0185361329884;1,96689171266525;0;0;3,72194322810838;0;6,44070966537875;3,04081926085923;54,5455;70,3333;Latin America & Caribbean;Upper middle income;Full Democracy;10247;10374
2008;Croatia;59,3517;191;35,7156398806399;1,94498017182212;1,35938140465601;3,03988674352587;7,36096017152769;0;5,51722193116508;4,41362969666333;55,5833;53,2;Eastern Europe & Central Asia;High income;Flawed Democracy;15787;16166
2008;Czech Republic;61,9231;203;38,8281105850703;1,29414901050287;0;0;8,94280129559622;0;8,83737060577845;4,02066850305214;72,25;73,3;Eastern Europe & Central Asia;Low income;Full Democracy;22862;23223
2008;Dem. Rep. of Congo;0,736264;180;0;0,736264;0;0;0;0;0;0;8,33333;0;Sub-Saharan Africa;Upper middle income;Authoritarian Regime;281;290
2008;Dominican Republic;11,7033;214;0;1,6734213948741;0;0;5,28823909241677;0;2,8984561687508;1,84318334395833;15,0909;53,2;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;7231;7505
2008;Ecuador;39,1304;218;25,0375401689261;1,97021684662614;0;0;9,10932175165662;0;3,01332123279114;0;27,1818;33,3;Latin America & Caribbean;Lower Middle Income;Hybrid Regime;7022;7402
2008;Egypt;43,4457;818;32,9175602398965;1,33772013385426;0;0;8,81569467243413;0;0;0,374724953815068;38,9167;33,3;Middle East & North Africa;Lower Middle Income;Authoritarian Regime;4762;5011
2008;El Salvador;37,3736;222;19,7465338540754;1,96577756279825;1,37391707292035;1,71029913265673;7,84885169320797;0;4,72822068434132;0;61,1667;53,3;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;6151;6280
2008;Equatorial Guinea;0;226;0;0;0;0;0;0;0;0;2,75;0;Sub-Saharan Africa;High income;Authoritarian Regime;28876;31309
2008;Fiji;12,6957;242;0;2,01255040215488;0;2,79949049628951;0;0;4,82756773446104;3,05609136709456;57,6364;33,4;East Asia & Pacific;Upper middle income;Hybrid Regime;4043;4025
2008;France;86,8571;250;52,7454689481193;1,90769571992346;1,3333226348402;2,98161339312962;9,62647154775878;0;12,4687997859634;5,79372797026528;75,0833;70,1;Western Europe & the U.S.;High income;Full Democracy;30636;30595
2008;Georgia;52,8506;268;33,9877311135491;1,29028270317269;0,44417095821161;2,00660207043505;5,68491486175652;2,19819283691696;5,10477317867125;2,13393227728682;44,4167;50;Eastern Europe & Central Asia;Lower Middle Income;Hybrid Regime;4444;4586
2008;Germany;64,0667;276;41,8282764328916;1,9319765571211;0;0;8,93251730417946;0,829040851723951;5,05100024712207;5,49388860696185;91,6667;83,4;Western Europe & the U.S.;High income;Full Democracy;33183;33668
2008;Ghana;49,6413;288;39,3194206144733;1,25177381608557;0,874887092976314;0;7,48329429116046;0;0;0,711924185304353;47,3333;36,7;Sub-Saharan Africa;Low income;Hybrid Regime;1285;1351
2008;Guatemala;46;320;32,8602615430099;1,96865594623873;0;0;7,86034434892243;0;2,56058056867385;0,750157593155065;50;40;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;4332;4397
2008;Honduras;11,5978;340;0;0,553850734522237;0;0;5,65311854183361;0;4,76084532325464;0,629985400389511;41,6667;43,3;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;3564;3631
2008;Hungary;;;;;;;;;;;;;;;;;
2008;India;60,4891;356;37,6887958186745;1,93020200524005;0,903865295534408;0;9,33826438779982;0,8282793642217;5,04636082126742;4,75333230726215;44,5;63,3;South Asia;Lower Middle Income;Flawed Democracy;2600;2721
2008;Indonesia;54,3261;360;27,8931853499969;1,91082756169227;0;2,6579923629629;6,0264220084984;3,27986197017537;7,49356180131202;5,06424894536211;66,6667;63,3;East Asia & Pacific;Lower Middle Income;Flawed Democracy;3519;3689
2008;Iraq;;;;;;;;;;;;;;;;;
2008;Italy;;;;;;;;;;;;;;;;;
2008;Jordan;52,5109;400;35,3248820078112;1,30083967674581;0;1,68922178567574;8,98903499686255;0;3,36287242552399;1,84404910738069;33,3333;23,3;Middle East & North Africa;Lower Middle Income;Authoritarian Regime;4839;5055
2008;Kazakhstan;34,7717;398;18,5972312175517;1,96266210095202;0;0;8,66585894225179;0;2,5656125899628;2,98033514928167;58,3333;23,3;Eastern Europe & Central Asia;Upper middle income;Authoritarian Regime;10259;10458
2008;Kenya;57,663;404;37,1261123003683;1,91646582259685;0;2,99532053484881;8,07505669791744;0;5,01044865573435;2,53959598853422;36;49,9;Sub-Saharan Africa;Low income;Hybrid Regime;1446;1432
2008;Kyrgyz Republic;8,33696;417;0;1,09788943604517;0;0;5,86050312313596;0;1,07102436225973;0,307543078559135;13,9167;36,7;Eastern Europe & Central Asia;Low income;Hybrid Regime;1898;2025
2008;Lebanon;32,2065;422;16,1271790097529;0,625103377142531;0;0;9,16434243138621;0;4,13523236503522;2,15464281668314;38,9167;16,6;Middle East & North Africa;Upper middle income;Hybrid Regime;10100;10877
2008;Liberia;2,8913;430;0;1,7484825732991;0;0;0;0;1,1428174267009;0;33,3333;23,3;Sub-Saharan Africa;Low income;Hybrid Regime;350;358
2008;Macedonia;54,3696;807;28,2626713379237;1,31308472633519;0;0;6,18096081825825;2,52297693785312;9,40220147052924;6,68770470910051;66,75;86,7;Eastern Europe & Central Asia;Lower Middle Income;Flawed Democracy;7895;8282
2008;Malawi;27,5326;454;25,3300039941781;1,85453377391143;0;0;0;0;0;0,348062231910471;16,5833;26,6;Sub-Saharan Africa;Low income;Hybrid Regime;697;744
2008;Malaysia;34,7889;458;23,9044361243601;0,615557475860939;0;0;5,5064102193716;0;1,21918670005034;3,54330948035705;24,2727;53,4;East Asia & Pacific;Upper middle income;Flawed Democracy;12763;13129
2008;Mali;;;;;;;;;;;;;;;;;
2008;Mexico;54,6957;484;27,3546809779871;1,94995974860124;0;2,03178069709476;9,83974113017239;2,23414310103674;7,22643751288755;4,05895683222026;42,3636;46,7;Latin America & Caribbean;Upper middle income;Flawed Democracy;13307;13407
2008;Mongolia;35,8261;496;23,9079550961365;0,640930063339274;0;2,70164906509485;8,57556577542942;0;0;0;36,0833;46,8;East Asia & Pacific;Lower Middle Income;Flawed Democracy;3053;3286
2008;Morocco;27,5;504;18,9101464054164;1,28761281557581;0;0;6,47321130793391;0;0,829029471073847;0;25;3,3;Middle East & North Africa;Lower Middle Income;Authoritarian Regime;3776;3938
2008;Mozambique;;;;;;;;;;;;;;;;;
2008;Myanmar;;;;;;;;;;;;;;;;;
2008;Namibia;46,3804;516;40,490250918626;0,623109752348387;0;0;1,59596530612874;0;0,814535637478388;2,85653838541843;30,5;39,9;Sub-Saharan Africa;Lower Middle Income;Flawed Democracy;5855;5909
2008;Nepal;43,4783;524;29,3364916874392;1,88616514842131;0;0;5,15152309906421;2,69524363088184;0,825981013990713;3,58289542020271;50;46,7;South Asia;Low income;Hybrid Regime;986;1020
2008;New Zealand;85,8851;554;52,5604244175;1,8787410118109;0,879767400128609;2,93635893006145;9,48036246395246;2,95874174419667;9,84819933053282;5,3425047018171;61,1667;76,7;East Asia & Pacific;High income;Full Democracy;25532;25011
2008;Nicaragua;18,7826;558;9,57208138482226;1,25912825590161;0;0;6,33001098284076;0;1,62137937643537;0;25,0833;23,3;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;2431;2484
2008;Niger;26,0978;562;20,3273556110494;1,35511439168335;0;0;0;0;4,41532999726726;0;63,8333;33,3;Sub-Saharan Africa;Low income;Authoritarian Regime;599;631
2008;Nigeria;19,2065;566;17,9625448796434;1,24395512035657;0;0;0;0;0;0;39;10;Sub-Saharan Africa;Low income;Authoritarian Regime;1872;1939
2008;Norway;79,8315;578;50,2277424229109;1,93920650252536;1,3553460839919;0;7,76722387972839;3,05396603021349;8,85965438953407;6,62836069109593;86,1667;90,1;Western Europe & the U.S.;High income;Full Democracy;48991;49416
2008;Pakistan;38,0217;586;32,575648574647;1,32336809465173;0;0;0;0;0;4,12268333070131;24,9167;56,7;South Asia;Low income;Hybrid Regime;2348;2344
2008;Papua New Guinea;60,5326;598;37,6863392256141;1,96676196035739;0;3,07393036575808;7,86518780221578;3,09736183775456;3,85645795410113;2,98656085419899;25;39,9;East Asia & Pacific;Low income;Flawed Democracy;1935;2013
2008;Peru;66,6374;604;40,0499751315736;1,93813935829586;0;2,01946431934808;9,78009396014951;1,10614158796265;8,43674215342171;3,30684348924863;55,5;49,9;Latin America & Caribbean;Lower Middle Income;Flawed Democracy;7242;7858
2008;Philippines;48,2391;608;31,3924615757008;1,92066612533268;0;0;7,26894137852902;1,09616920410181;2,91242940914735;3,64843230718831;41,6667;63,4;East Asia & Pacific;Lower Middle Income;Flawed Democracy;3182;3244
2008;Poland;67;616;33,4310123350536;1,917219282294;0;1,9976664301184;9,67452863633731;1,36569574172843;12,0715704172583;6,54230715720999;72,25;90;Eastern Europe & Central Asia;Upper middle income;Flawed Democracy;15655;16418
2008;Portugal;;;;;;;;;;;;;;;;;
2008;Qatar;;;;;;;;;;;;;;;;;
2008;Romania;61,6087;642;46,5237494719019;1,30379113930754;0;0;1,2274427971977;0;11,4469893314044;1,10672726018848;52,8333;60;Eastern Europe & Central Asia;Upper middle income;Flawed Democracy;10093;11062
2008;Russia;57,9674;643;34,3388312058405;1,94703910721561;1,36082043140181;2,70836321451524;9,41972182559405;0;3,39782871387081;4,79479550156193;69,5;73,3;Eastern Europe & Central Asia;Upper middle income;Hybrid Regime;13911;14706
